policy_id,partner_id,product_id,inception_date,date_of_birth,gender,province,cover_amount,monthly_premium,policy_status,termination_date,source_file,load_timestamp
POL000202,PART004,PRD008,2026-01-01,1992-01-01,F,Western Cape,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL000203,PART005,PRD010,2026-02-27,1966-02-27,M,Gauteng,220100.0,770.35,Active,,policies.csv,2026-09-03 13:30:17
POL000204,PART001,PRD001,2025-11-21,1969-11-21,M,Limpopo,29400.0,141.12,Active,,policies.csv,2026-09-03 13:30:17
POL000205,PART005,PRD009,2026-02-20,1985-02-20,F,Gauteng,127300.0,534.66,Active,,policies.csv,2026-09-03 13:30:17
POL000206,PART004,PRD007,2025-11-24,1996-11-24,M,Gauteng,84100.0,412.09,Active,,policies.csv,2026-09-03 13:30:17
POL000207,PART002,PRD004,2026-04-06,1976-04-06,F,Limpopo,100000.0,149.0,Active,,policies.csv,2026-09-03 13:30:17
POL000208,PART004,PRD008,2025-11-05,1999-11-05,F,North West,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000209,PART001,PRD001,2026-04-02,1998-04-02,F,KwaZulu-Natal,42600.0,204.48,Active,,policies.csv,2026-09-03 13:30:17
POL000210,PART001,PRD001,2026-02-15,1985-02-15,M,Western Cape,72300.0,347.04,Active,,policies.csv,2026-09-03 13:30:17
POL000211,PART003,PRD005,2026-03-14,1967-03-14,F,North West,91100.0,501.05,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000212,PART004,PRD008,2025-07-18,1985-07-18,M,Gauteng,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000213,PART003,PRD005,2026-04-22,1965-04-22,M,Western Cape,57300.0,315.15,Active,,policies.csv,2026-09-03 13:30:17
POL000214,PART004,PRD007,2026-04-04,1969-04-04,F,Western Cape,133200.0,652.68,Active,,policies.csv,2026-09-03 13:30:17
POL000215,PART004,PRD007,2025-11-03,1993-11-03,M,Gauteng,62600.0,306.74,Active,,policies.csv,2026-09-03 13:30:17
POL000216,PART004,PRD007,2026-03-30,1975-03-30,F,Eastern Cape,101000.0,494.9,Active,,policies.csv,2026-09-03 13:30:17
POL000217,PART003,PRD006,2026-01-17,1994-01-17,F,Gauteng,126600.0,835.56,Active,,policies.csv,2026-09-03 13:30:17
POL000218,PART003,PRD005,2025-08-02,1985-08-02,M,Western Cape,72900.0,400.95,Active,,policies.csv,2026-09-03 13:30:17
POL000219,PART003,PRD006,2026-04-26,1969-04-26,M,Eastern Cape,80700.0,532.62,Active,,policies.csv,2026-09-03 13:30:17
POL000220,PART001,PRD002,2026-01-25,2003-01-25,M,KwaZulu-Natal,99500.0,616.9,Active,,policies.csv,2026-09-03 13:30:17
POL000221,PART001,PRD001,2025-11-04,1975-11-04,F,Western Cape,20300.0,97.44,Active,,policies.csv,2026-09-03 13:30:17
POL000222,PART002,PRD003,2025-08-25,1971-08-25,F,Mpumalanga,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL000223,PART003,PRD006,2025-10-16,1994-10-16,M,Gauteng,68900.0,454.74,Active,,policies.csv,2026-09-03 13:30:17
POL000224,PART003,PRD006,2025-09-08,1994-09-08,F,KwaZulu-Natal,146600.0,967.56,Active,,policies.csv,2026-09-03 13:30:17
POL000225,PART003,PRD006,2026-04-07,1971-04-07,M,Gauteng,173400.0,1144.44,Active,,policies.csv,2026-09-03 13:30:17
POL000226,PART005,PRD010,2026-02-28,1993-02-28,M,Limpopo,182700.0,639.45,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000227,PART001,PRD001,2025-10-29,1961-10-29,F,Western Cape,20600.0,98.88,Active,,policies.csv,2026-09-03 13:30:17
POL000228,PART005,PRD010,2025-10-24,2002-10-24,F,Mpumalanga,143000.0,500.5,Active,,policies.csv,2026-09-03 13:30:17
POL000229,PART005,PRD009,2026-01-06,1974-01-06,F,Western Cape,91300.0,383.46,Active,,policies.csv,2026-09-03 13:30:17
POL000230,PART001,PRD001,2026-04-10,1980-04-10,M,Limpopo,71800.0,344.64,Active,,policies.csv,2026-09-03 13:30:17
POL000231,PART001,PRD001,2025-10-09,1967-10-09,F,Limpopo,61400.0,294.72,Active,,policies.csv,2026-09-03 13:30:17
POL000232,PART003,PRD006,2025-07-17,1988-07-17,F,KwaZulu-Natal,79600.0,525.36,Active,,policies.csv,2026-09-03 13:30:17
POL000233,PART005,PRD009,2026-02-07,1994-02-07,M,Western Cape,270500.0,1136.1,Active,,policies.csv,2026-09-03 13:30:17
POL000234,PART001,PRD002,2026-04-13,1991-04-13,F,KwaZulu-Natal,146600.0,908.92,Active,,policies.csv,2026-09-03 13:30:17
POL000235,PART004,PRD007,2026-01-15,1975-01-15,F,Eastern Cape,179600.0,880.04,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000236,PART002,PRD004,2026-04-08,1992-04-08,F,Western Cape,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL000237,PART005,PRD010,2025-10-30,1991-10-30,M,Gauteng,244800.0,856.8,Active,,policies.csv,2026-09-03 13:30:17
POL000238,PART001,PRD002,2026-04-04,1980-04-04,M,Free State,139500.0,864.9,Active,,policies.csv,2026-09-03 13:30:17
POL000239,PART003,PRD006,2025-09-14,1986-09-14,M,KwaZulu-Natal,180200.0,1189.32,Active,,policies.csv,2026-09-03 13:30:17
POL000240,PART001,PRD001,2025-07-11,2004-07-11,M,Limpopo,43700.0,209.76,Active,,policies.csv,2026-09-03 13:30:17
POL000241,PART002,PRD003,2026-01-05,1962-01-05,F,Gauteng,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL000242,PART003,PRD005,2026-01-20,1984-01-20,F,KwaZulu-Natal,54900.0,301.95,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000243,PART001,PRD002,2025-10-24,1993-10-24,F,Gauteng,59900.0,371.38,Active,,policies.csv,2026-09-03 13:30:17
POL000244,PART001,PRD001,2026-02-24,1965-02-24,M,Gauteng,74000.0,355.2,Active,,policies.csv,2026-09-03 13:30:17
POL000245,PART003,PRD006,2025-09-22,1967-09-22,M,KwaZulu-Natal,65800.0,434.28,Active,,policies.csv,2026-09-03 13:30:17
POL000246,PART005,PRD009,2026-01-08,2006-01-08,M,Mpumalanga,146700.0,616.14,Active,,policies.csv,2026-09-03 13:30:17
POL000247,PART002,PRD003,2025-10-05,1995-10-05,M,Limpopo,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL000248,PART004,PRD999,2025-09-02,1976-09-02,M,Free State,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL000249,PART003,PRD005,2025-09-12,2003-09-12,M,KwaZulu-Natal,66200.0,364.1,Lapsed,2026-05-12,policies.csv,2026-09-03 13:30:17
POL000250,PART002,PRD004,2025-11-12,1974-11-12,M,KwaZulu-Natal,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL000251,PART004,PRD008,2025-12-10,1983-12-10,F,Eastern Cape,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000252,PART002,PRD003,2026-01-31,1978-01-31,F,North West,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL000253,PART005,PRD009,2025-07-19,1996-07-19,M,Mpumalanga,152500.0,640.5,Active,,policies.csv,2026-09-03 13:30:17
POL000254,PART002,PRD004,2026-03-28,1995-03-28,M,Gauteng,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL000255,PART003,PRD005,2026-01-18,1975-01-18,F,Eastern Cape,91400.0,502.7,Active,,policies.csv,2026-09-03 13:30:17
POL000256,PART002,PRD003,2025-07-24,1968-07-24,M,KwaZulu-Natal,75000.0,133.5,Lapsed,2026-03-24,policies.csv,2026-09-03 13:30:17
POL000257,PART004,PRD008,2026-04-23,1981-04-23,F,Western Cape,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL000258,PART003,PRD005,2025-07-21,1964-07-21,F,North West,87500.0,481.25,Lapsed,2026-02-21,policies.csv,2026-09-03 13:30:17
POL000259,PART003,PRD005,2025-08-30,1997-08-30,F,Western Cape,90800.0,499.4,Active,,policies.csv,2026-09-03 13:30:17
POL000260,PART003,PRD005,2026-01-16,1985-01-16,M,Western Cape,78200.0,430.1,Active,,policies.csv,2026-09-03 13:30:17
POL000261,PART005,PRD009,2026-04-27,1973-04-27,M,Western Cape,276500.0,1161.3,Active,,policies.csv,2026-09-03 13:30:17
POL000262,PART002,PRD004,2025-12-18,1962-12-18,F,KwaZulu-Natal,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL000263,PART005,PRD009,2025-10-31,1973-10-31,M,Limpopo,229200.0,962.64,Active,,policies.csv,2026-09-03 13:30:17
POL000264,PART004,PRD008,2026-01-12,1975-01-12,F,Gauteng,50000.0,79.33,Active,,policies.csv,2026-09-03 13:30:17
POL000265,PART003,PRD006,2025-12-27,1996-12-27,F,Western Cape,187000.0,1234.2,Active,,policies.csv,2026-09-03 13:30:17
POL000266,PART002,PRD003,2026-03-18,2000-03-18,M,Mpumalanga,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL000267,PART003,PRD005,2025-08-15,1979-08-15,F,Gauteng,45000.0,247.5,Lapsed,2026-04-15,policies.csv,2026-09-03 13:30:17
POL000268,PART001,PRD002,2026-03-23,1966-03-23,M,Limpopo,57800.0,358.36,Active,,policies.csv,2026-09-03 13:30:17
POL000269,PART005,PRD009,2025-09-15,1990-09-15,M,Western Cape,194200.0,815.64,Cancelled,2026-01-15,policies.csv,2026-09-03 13:30:17
POL000270,PART001,PRD002,2025-11-03,2004-11-03,F,Gauteng,62800.0,389.36,Lapsed,2026-05-03,policies.csv,2026-09-03 13:30:17
POL000271,PART005,PRD009,2025-09-20,1983-09-20,F,KwaZulu-Natal,82300.0,345.66,Lapsed,2026-01-20,policies.csv,2026-09-03 13:30:17
POL000272,PART005,PRD010,2025-07-15,1982-07-15,M,North West,196100.0,686.35,Active,,policies.csv,2026-09-03 13:30:17
POL000273,PART001,PRD002,2025-07-02,1974-07-02,F,Gauteng,119000.0,737.8,Lapsed,2026-03-02,policies.csv,2026-09-03 13:30:17
POL000274,PART004,PRD007,2025-11-17,1981-11-17,F,Gauteng,77700.0,380.73,Active,,policies.csv,2026-09-03 13:30:17
POL000275,PART004,PRD008,2025-09-19,1977-09-19,F,KwaZulu-Natal,25000.0,39.67,Cancelled,2026-01-19,policies.csv,2026-09-03 13:30:17
POL000276,PART003,PRD006,2025-11-08,1996-11-08,F,Western Cape,142900.0,943.14,Active,,policies.csv,2026-09-03 13:30:17
POL000277,PART005,PRD009,2025-07-26,1961-07-26,M,Western Cape,274300.0,1152.06,Active,,policies.csv,2026-09-03 13:30:17
POL000278,PART004,PRD008,2025-11-28,1994-11-28,F,Limpopo,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL000279,PART002,PRD004,2026-01-19,2003-01-19,F,KwaZulu-Natal,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL000280,PART004,PRD007,2025-07-04,1971-07-04,F,Gauteng,100800.0,493.92,Active,,policies.csv,2026-09-03 13:30:17
POL000281,PART005,PRD009,2025-09-02,2000-09-02,F,Limpopo,194100.0,815.22,Cancelled,2026-04-02,policies.csv,2026-09-03 13:30:17
POL000282,PART002,PRD003,2025-12-03,1989-12-03,F,Gauteng,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000283,PART002,PRD004,2025-09-09,1989-09-09,F,Gauteng,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL000284,PART005,PRD009,2025-08-23,1977-08-23,F,Gauteng,271200.0,1139.04,Active,,policies.csv,2026-09-03 13:30:17
POL000285,PART002,PRD004,2026-02-19,1970-02-19,F,Free State,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL000286,PART002,PRD003,2026-03-04,1977-03-04,M,Limpopo,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL000287,PART002,PRD003,2025-10-10,2005-10-10,M,Gauteng,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL000288,PART001,PRD002,2025-08-24,1984-08-24,F,Gauteng,133900.0,830.18,Cancelled,2026-02-24,policies.csv,2026-09-03 13:30:17
POL000289,PART002,PRD003,2026-03-08,2005-03-08,F,Mpumalanga,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000290,PART004,PRD007,2026-01-06,1985-01-06,F,North West,176500.0,864.85,Cancelled,2026-06-06,policies.csv,2026-09-03 13:30:17
POL000291,PART004,PRD008,2026-04-14,1995-04-14,M,Eastern Cape,75000.0,119.0,Active,,policies.csv,2026-09-03 13:30:17
POL000292,PART001,PRD002,2026-04-04,1997-04-04,F,KwaZulu-Natal,101000.0,626.2,Active,,policies.csv,2026-09-03 13:30:17
POL000293,PART002,PRD003,2025-10-14,2003-10-14,M,Gauteng,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000294,PART003,PRD005,2025-11-07,1993-11-07,M,Western Cape,63400.0,348.7,Active,,policies.csv,2026-09-03 13:30:17
POL000295,PART001,PRD002,2025-11-02,1968-11-02,M,KwaZulu-Natal,67300.0,417.26,Active,,policies.csv,2026-09-03 13:30:17
POL000296,PART002,PRD004,2026-03-12,1993-03-12,F,Western Cape,25000.0,37.25,Active,,policies.csv,2026-09-03 13:30:17
POL000297,PART004,PRD008,2025-12-24,1988-12-24,M,KwaZulu-Natal,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL000298,PART004,PRD008,2025-07-17,1976-07-17,M,Gauteng,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL000299,PART004,PRD007,2025-09-17,1982-09-17,F,KwaZulu-Natal,109300.0,535.57,Active,,policies.csv,2026-09-03 13:30:17
POL000300,PART001,PRD001,2026-02-18,1970-02-18,F,Gauteng,33700.0,161.76,Active,,policies.csv,2026-09-03 13:30:17
POL000301,PART001,PRD002,2026-01-04,1974-01-04,F,KwaZulu-Natal,94700.0,587.14,Active,,policies.csv,2026-09-03 13:30:17
POL000302,PART004,PRD008,,2006-03-28,F,Eastern Cape,50000.0,79.33,Cancelled,2026-06-28,policies.csv,2026-09-03 13:30:17
POL000303,PART003,PRD006,2026-04-25,1963-04-25,F,Mpumalanga,146800.0,968.88,Active,,policies.csv,2026-09-03 13:30:17
POL000304,PART002,PRD004,2026-01-24,2005-01-24,F,Western Cape,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL000305,PART003,PRD005,2026-01-22,1992-01-22,M,KwaZulu-Natal,83800.0,460.9,Active,,policies.csv,2026-09-03 13:30:17
POL000306,PART005,PRD009,2025-11-14,1980-11-14,F,North West,224000.0,940.8,Lapsed,2026-01-14,policies.csv,2026-09-03 13:30:17
POL000307,PART004,PRD008,2026-03-16,1999-03-16,F,Mpumalanga,100000.0,158.67,Active,,policies.csv,2026-09-03 13:30:17
POL000308,PART003,PRD006,2026-04-24,1975-04-24,M,Free State,186500.0,1230.9,Active,,policies.csv,2026-09-03 13:30:17
POL000309,PART005,PRD009,2025-07-26,1983-07-26,M,Free State,81400.0,341.88,Active,,policies.csv,2026-09-03 13:30:17
POL000310,PART005,PRD010,2026-02-05,1975-02-05,M,Mpumalanga,178300.0,624.05,Active,,policies.csv,2026-09-03 13:30:17
POL000311,PART005,PRD009,2025-07-05,1966-07-05,F,Mpumalanga,253000.0,1062.6,Active,,policies.csv,2026-09-03 13:30:17
POL000312,PART001,PRD001,2026-03-18,2005-03-18,M,North West,70100.0,336.48,Active,,policies.csv,2026-09-03 13:30:17
POL000313,PART002,PRD004,2025-11-10,2000-11-10,M,Western Cape,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL000314,PART005,PRD009,2026-03-19,1993-03-19,F,Gauteng,215900.0,906.78,Active,,policies.csv,2026-09-03 13:30:17
POL000315,PART003,PRD005,2025-08-31,1997-08-31,F,Limpopo,38800.0,213.4,Active,,policies.csv,2026-09-03 13:30:17
POL000316,PART002,PRD003,2025-11-17,1986-11-17,M,Eastern Cape,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL000317,PART001,PRD002,2026-04-23,2002-04-23,F,Gauteng,121300.0,752.06,Active,,policies.csv,2026-09-03 13:30:17
POL000318,PART005,PRD009,2026-01-13,1976-01-13,M,Mpumalanga,100400.0,421.68,Active,,policies.csv,2026-09-03 13:30:17
POL000319,PART005,PRD010,2025-08-06,1978-08-06,F,Limpopo,151200.0,529.2,Active,,policies.csv,2026-09-03 13:30:17
POL000320,PART004,PRD007,2025-10-23,2003-10-23,M,Western Cape,66100.0,323.89,Cancelled,2025-12-23,policies.csv,2026-09-03 13:30:17
POL000321,PART001,PRD002,2025-07-16,1961-07-16,M,KwaZulu-Natal,139000.0,861.8,Active,,policies.csv,2026-09-03 13:30:17
POL000322,PART004,PRD007,2025-10-30,1967-10-30,F,KwaZulu-Natal,179200.0,878.08,Active,,policies.csv,2026-09-03 13:30:17
POL000323,PART003,PRD006,2025-11-23,1963-11-23,F,Gauteng,144700.0,955.02,Lapsed,2026-04-23,policies.csv,2026-09-03 13:30:17
POL000324,PART001,PRD001,2025-09-07,1996-09-07,M,Western Cape,65800.0,315.84,Active,,policies.csv,2026-09-03 13:30:17
POL000325,PART002,PRD003,2026-03-23,1975-03-23,M,KwaZulu-Natal,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000326,PART001,PRD001,2025-10-07,1978-10-07,M,Eastern Cape,63000.0,302.4,Active,,policies.csv,2026-09-03 13:30:17
POL000327,PART005,PRD010,2025-08-05,1974-08-05,M,Gauteng,147800.0,517.3,Active,,policies.csv,2026-09-03 13:30:17
POL000328,PART002,PRD003,2026-02-07,2005-02-07,M,KwaZulu-Natal,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000329,PART005,PRD009,2025-11-11,1968-11-11,M,Gauteng,284000.0,1192.8,Lapsed,2026-02-11,policies.csv,2026-09-03 13:30:17
POL000330,PART005,PRD010,2025-11-10,1991-11-10,M,Gauteng,166700.0,583.45,Lapsed,2026-02-10,policies.csv,2026-09-03 13:30:17
POL000331,PART001,PRD001,2025-12-28,1998-12-28,M,Gauteng,27400.0,131.52,Active,,policies.csv,2026-09-03 13:30:17
POL000332,PART003,PRD006,2026-02-15,1993-02-15,M,Free State,199500.0,1316.7,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000333,PART005,PRD010,2025-12-31,1968-12-31,F,Gauteng,112200.0,392.7,Active,,policies.csv,2026-09-03 13:30:17
POL000334,PART005,PRD009,2025-09-23,1974-09-23,M,Gauteng,92000.0,386.4,Active,,policies.csv,2026-09-03 13:30:17
POL000335,PART002,PRD004,2025-10-05,1972-10-05,F,Eastern Cape,75000.0,111.75,Active,,policies.csv,2026-09-03 13:30:17
POL000336,PART003,PRD006,2026-04-02,1978-04-02,F,Limpopo,76200.0,502.92,Active,,policies.csv,2026-09-03 13:30:17
POL000337,PART005,PRD009,2026-03-05,2003-03-05,M,North West,286000.0,1201.2,Active,,policies.csv,2026-09-03 13:30:17
POL000338,PART005,PRD010,2025-11-06,1997-11-06,M,Gauteng,119300.0,417.55,Active,,policies.csv,2026-09-03 13:30:17
POL000339,PART002,PRD003,2025-08-24,1994-08-24,F,Limpopo,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000340,PART005,PRD010,2025-09-27,1964-09-27,M,Gauteng,194800.0,681.8,Active,,policies.csv,2026-09-03 13:30:17
POL000341,PART001,PRD001,2025-07-09,1971-07-09,F,Limpopo,54900.0,263.52,Active,,policies.csv,2026-09-03 13:30:17
POL000342,PART003,PRD005,2026-01-25,1978-01-25,M,Western Cape,31900.0,175.45,Active,,policies.csv,2026-09-03 13:30:17
POL000343,PART004,PRD008,2026-03-06,1988-03-06,M,Western Cape,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL000344,PART005,PRD009,2025-11-23,1999-11-23,F,Gauteng,140700.0,590.94,Lapsed,2026-03-23,policies.csv,2026-09-03 13:30:17
POL000345,PART005,PRD010,2025-09-24,1996-09-24,M,Western Cape,170000.0,595.0,Active,,policies.csv,2026-09-03 13:30:17
POL000346,PART001,PRD001,2025-10-26,1983-10-26,F,Mpumalanga,34900.0,167.52,Active,,policies.csv,2026-09-03 13:30:17
POL000348,PART005,PRD010,2025-09-10,1984-09-10,F,Gauteng,110100.0,385.35,Active,,policies.csv,2026-09-03 13:30:17
POL000349,PART002,PRD003,2025-09-04,1997-09-04,F,Western Cape,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000350,PART001,PRD001,2025-09-09,1998-09-09,M,Western Cape,51900.0,249.12,Active,,policies.csv,2026-09-03 13:30:17
POL000351,PART004,PRD007,2025-10-23,2000-10-23,F,Gauteng,60900.0,298.41,Active,,policies.csv,2026-09-03 13:30:17
POL000352,PART001,PRD002,2026-01-29,1977-01-29,M,North West,74000.0,458.8,Active,,policies.csv,2026-09-03 13:30:17
POL000353,PART004,PRD007,2025-10-04,2004-10-04,F,Western Cape,115700.0,566.93,Active,,policies.csv,2026-09-03 13:30:17
POL000354,PART005,PRD009,2025-09-26,1993-09-26,M,Limpopo,269800.0,1133.16,Active,,policies.csv,2026-09-03 13:30:17
POL000355,PART003,PRD006,2025-11-21,1967-11-21,F,Free State,124200.0,819.72,Lapsed,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000356,PART001,PRD002,2025-09-29,1969-09-29,M,Gauteng,100800.0,624.96,Active,,policies.csv,2026-09-03 13:30:17
POL000357,PART005,PRD010,2026-01-12,1979-01-12,F,North West,220000.0,770.0,Active,,policies.csv,2026-09-03 13:30:17
POL000358,PART002,PRD004,2025-11-23,1967-11-23,F,Gauteng,50000.0,74.5,Active,,policies.csv,2026-09-03 13:30:17
POL000359,PART004,PRD008,2026-02-07,1974-02-07,F,Eastern Cape,25000.0,39.67,Active,,policies.csv,2026-09-03 13:30:17
POL000360,PART004,PRD007,2025-09-25,1978-09-25,F,KwaZulu-Natal,57400.0,281.26,Active,,policies.csv,2026-09-03 13:30:17
POL000361,PART002,PRD003,2025-09-16,1999-09-16,M,KwaZulu-Natal,100000.0,178.0,Active,,policies.csv,2026-09-03 13:30:17
POL000362,PART004,PRD007,2026-03-15,2000-03-15,F,Gauteng,140500.0,688.45,Active,,policies.csv,2026-09-03 13:30:17
POL000363,PART004,PRD007,2026-03-25,2002-03-25,M,Gauteng,129000.0,632.1,Cancelled,2026-06-30,policies.csv,2026-09-03 13:30:17
POL000364,PART002,PRD004,2025-08-21,1987-08-21,F,Western Cape,100000.0,149.0,Lapsed,2026-05-21,policies.csv,2026-09-03 13:30:17
POL000365,PART003,PRD006,2025-09-07,1977-09-07,M,Limpopo,178800.0,1180.08,Active,,policies.csv,2026-09-03 13:30:17
POL000366,PART004,PRD008,2025-12-12,1996-12-12,F,Limpopo,50000.0,79.33,Lapsed,2026-06-12,policies.csv,2026-09-03 13:30:17
POL000367,PART005,PRD010,2025-12-29,1971-12-29,M,Eastern Cape,140700.0,492.45,Active,,policies.csv,2026-09-03 13:30:17
POL000368,PART003,PRD006,2025-12-24,1987-12-24,M,Eastern Cape,98600.0,650.76,Active,,policies.csv,2026-09-03 13:30:17
POL000369,PART004,PRD007,2025-09-03,1975-09-03,M,Eastern Cape,122700.0,601.23,Active,,policies.csv,2026-09-03 13:30:17
POL000370,PART004,PRD007,2025-07-02,1993-07-02,F,Gauteng,52900.0,259.21,Active,,policies.csv,2026-09-03 13:30:17
POL000371,PART002,PRD003,2026-02-01,1975-02-01,F,North West,75000.0,133.5,Active,,policies.csv,2026-09-03 13:30:17
POL000372,PART003,PRD006,2025-09-03,1992-09-03,F,Gauteng,99000.0,653.4,Active,,policies.csv,2026-09-03 13:30:17
POL000373,PART003,PRD005,2026-01-17,1962-01-17,F,Gauteng,52800.0,290.4,Active,,policies.csv,2026-09-03 13:30:17
POL000374,PART005,PRD010,2026-02-28,1997-02-28,M,Western Cape,81100.0,283.85,Lapsed,2026-06-28,policies.csv,2026-09-03 13:30:17
POL000375,PART001,PRD001,2026-01-12,1993-01-12,F,Western Cape,65000.0,312.0,Active,,policies.csv,2026-09-03 13:30:17
POL000376,PART003,PRD005,2025-10-22,1966-10-22,M,North West,73200.0,402.6,Active,,policies.csv,2026-09-03 13:30:17
POL000377,PART004,PRD007,2025-09-25,1978-09-25,M,Western Cape,147100.0,720.79,Lapsed,2025-12-25,policies.csv,2026-09-03 13:30:17
POL000378,PART002,PRD003,2026-04-25,1983-04-25,M,Gauteng,50000.0,89.0,Active,,policies.csv,2026-09-03 13:30:17
POL000379,PART001,PRD002,2026-01-03,2003-01-03,M,Limpopo,96700.0,599.54,Active,,policies.csv,2026-09-03 13:30:17
POL000380,PART002,PRD003,2026-01-15,1969-01-15,M,KwaZulu-Natal,25000.0,44.5,Active,,policies.csv,2026-09-03 13:30:17
POL000381,PART003,PRD006,2025-11-19,1981-11-19,F,Western Cape,58100.0,383.46,Active,,policies.csv,2026-09-03 13:30:17
POL000382,PART005,PRD009,2026-03-10,2003-03-10,F,Western Cape,218200.0,916.44,Active,,policies.csv,2026-09-03 13:30:17
POL000383,PART003,PRD006,2025-12-14,1993-12-14,M,Western Cape,107800.0,711.48,Active,,policies.csv,2026-09-03 13:30:17
POL000384,PART001,PRD001,2026-03-29,1992-03-29,M,Gauteng,71700.0,344.16,Active,,policies.csv,2026-09-03 13:30:17
POL000385,PART001,PRD001,2025-08-29,2003-08-29,M,Mpumalanga,60100.0,288.48,Lapsed,2026-03-28,policies.csv,2026-09-03 13:30:17
POL000386,PART001,PRD002,2025-11-08,2004-11-08,M,Mpumalanga,73500.0,455.7,Active,,policies.csv,2026-09-03 13:30:17
